trial,start_time,rt,correct,version,activation,fact_id,question,answer,0,0,alpha
1,50475.572600000305,7288.051300012739,True,without,0.0,61,lightning,umeme,without,0.0,0.3
2,61577.56189999054,3865.8850000065286,True,without,0.5,3,fish,samaki,without,0.5,0.3
3,69655.99910001038,2486.206800007494,True,without,0.5,3,fish,samaki,without,0.5,0.3
4,75317.80170000275,3907.787800009828,True,without,0.7310585786300049,79,banana,ndizi,without,0.7310585786300049,0.3
5,83148.1810999976,1606.7813000117894,True,without,0.7310585786300049,79,banana,ndizi,without,0.7310585786300049,0.3
6,87741.41129999771,2387.198400014313,True,without,0.8807970779778823,98,guitar,gitaa,without,0.8807970779778823,0.3
7,93472.63629999361,15372.67620000057,False,without,0.8807970779778823,61,lightning,umeme,without,0.8807970779778823,0.3
8,110878.88170001679,2237.7048999769613,True,without,0.04742587317756678,14,heart,moyo,without,0.04742587317756678,0.3
9,116317.24249999388,6699.834900005953,False,without,0.04742587317756678,14,heart,moyo,without,0.04742587317756678,0.3
10,124759.7456999938,2079.088900005445,False,without,0.01798620996209156,98,guitar,gitaa,without,0.01798620996209156,0.3
11,134566.7386999994,3003.1056000152603,False,without,0.04742587317756678,3,fish,samaki,without,0.04742587317756678,0.349609375
12,140725.79450000194,2011.2346000096295,False,without,0.11920292202211755,79,banana,ndizi,without,0.11920292202211755,0.349609375
13,144514.97419999214,3217.2814000223298,False,without,0.2689414213699951,61,lightning,umeme,without,0.2689414213699951,0.337890625
14,153520.38810000522,2432.422799989581,True,without,0.11920292202211755,33,table,meza,without,0.11920292202211755,0.3
15,158055.68250000942,2029.302999988431,True,without,0.11920292202211755,4,bird,ndege,without,0.11920292202211755,0.3
16,164400.0905000139,1067.13729997864,False,without,0.11920292202211755,33,table,meza,without,0.11920292202211755,0.3
17,167996.3684999966,1062.698099995032,False,without,0.2689414213699951,4,bird,ndege,without,0.2689414213699951,0.3
18,172079.57020000322,2952.3547000135295,False,without,0.5,14,heart,moyo,without,0.5,0.349609375
19,176916.04480001843,3691.404599987436,False,without,0.2689414213699951,3,fish,samaki,without,0.2689414213699951,0.39921874999999996
20,182761.0158000025,4379.25019999966,True,without,0.5,90,church,kanisa,without,0.5,0.3
21,189138.01819999935,2115.768899995601,True,without,0.5,98,guitar,gitaa,without,0.5,0.29960937499999996
22,193971.23520000605,2797.629799984861,False,without,0.2689414213699951,79,banana,ndizi,without,0.2689414213699951,0.39921874999999996
23,200109.20340000303,2697.168499988038,False,without,0.5,90,church,kanisa,without,0.5,0.3
24,204370.84479999612,2478.710299998056,True,without,0.2689414213699951,18,sand,mchanga,without,0.2689414213699951,0.3
25,211624.23889999627,3351.297600020189,False,without,0.2689414213699951,61,lightning,umeme,without,0.2689414213699951,0.38749999999999996
26,216545.37710000295,933.0572999897413,False,without,0.11920292202211755,18,sand,mchanga,without,0.11920292202211755,0.3
27,220506.55220000772,2038.9353999926243,False,without,0.2689414213699951,3,fish,samaki,without,0.2689414213699951,0.4488281249999999
28,224817.39470001776,2596.7107999895234,False,without,0.5,33,table,meza,without,0.5,0.349609375
