trial,start_time,rt,correct,version,activation,fact_id,question,answer,0,0,alpha
1,46639.40210000146,9502.405999985058,True,without,0.0,45,soldier,askari,without,0.0,0.3
2,62155.842099979054,1552.5397000019439,True,without,0.5,45,soldier,askari,without,0.5,0.3
3,66766.94719999796,2437.650499981828,True,without,0.7310585786300049,5,dog,mbwa,without,0.7310585786300049,0.3
4,78818.8255999994,2446.312099986244,True,without,0.7310585786300049,77,rake,reki,without,0.7310585786300049,0.3
5,85650.07449997938,1436.5781999949832,True,without,0.7310585786300049,77,rake,reki,without,0.7310585786300049,0.3
6,89397.37199997762,1587.5495000218507,True,without,0.8807970779778823,37,train,treni,without,0.8807970779778823,0.3
7,96257.16099998681,2001.3151000021026,True,without,0.8807970779778823,5,dog,mbwa,without,0.8807970779778823,0.3
8,104510.6509999896,1565.8809999877121,True,without,0.7310585786300049,37,train,treni,without,0.7310585786300049,0.3
9,108756.39639998553,1630.1010999886785,True,without,0.8807970779778823,70,skirt,sketi,without,0.8807970779778823,0.3
10,113430.26189997909,2358.1635000009555,True,without,0.8807970779778823,45,soldier,askari,without,0.8807970779778823,0.296484375
11,118361.66669998784,4701.822200004244,True,without,0.9525741268224334,70,skirt,sketi,without,0.9525741268224334,0.3
12,125408.40909999679,1389.0882999985479,True,without,0.9820137900379085,61,lightning,umeme,without,0.9820137900379085,0.3
13,129941.09539999045,1511.0038999991957,True,without,0.9820137900379085,7,tree,mti,without,0.9820137900379085,0.3
14,134756.81229998008,1296.2020999984816,True,without,0.9820137900379085,7,tree,mti,without,0.9820137900379085,0.3
15,138179.01899997378,945.4133000108413,True,without,0.9525741268224334,61,lightning,umeme,without,0.9525741268224334,0.3
16,141463.18159997463,890.0564000068698,True,without,0.9820137900379085,77,rake,reki,without,0.9820137900379085,0.250390625
17,144542.3627999844,1391.8192000128329,True,without,0.9933071490757153,93,tomato,nyanya,without,0.9933071490757153,0.3
18,151128.4298999817,1402.322500012815,True,without,0.9933071490757153,38,window,dirisha,without,0.9933071490757153,0.3
19,157290.35889997613,5192.269300023327,False,without,0.9933071490757153,93,tomato,nyanya,without,0.9933071490757153,0.3
20,166024.8358999961,18213.077599997632,False,without,0.9820137900379085,38,window,dirisha,without,0.9820137900379085,0.3
21,185311.576099979,1078.9059000089765,True,without,0.9525741268224334,37,train,treni,without,0.9525741268224334,0.250390625
22,188739.0744999866,925.9912999987137,True,without,0.9820137900379085,70,skirt,sketi,without,0.9820137900379085,0.250390625
23,193069.08419998945,972.2387999936473,True,without,0.9933071490757153,61,lightning,umeme,without,0.9933071490757153,0.250390625
24,196400.01250000205,1117.3435999953654,True,without,0.9975273768433653,28,book,kitabu,without,0.9975273768433653,0.3
25,201767.64039997943,1202.579800010426,True,without,0.9975273768433653,89,carrot,karoti,without,0.9975273768433653,0.3
26,206694.38499998068,2314.9362000112887,False,without,0.9975273768433653,28,book,kitabu,without,0.9975273768433653,0.3
27,213316.97580000036,1984.0221999911591,True,without,0.9933071490757153,89,carrot,karoti,without,0.9933071490757153,0.3
28,218660.69369998877,2097.30860000127,True,without,0.9975273768433653,93,tomato,nyanya,without,0.9975273768433653,0.25664062499999996
29,224505.74669998605,1559.6170999924652,False,without,0.9990889488055994,38,window,dirisha,without,0.9990889488055994,0.349609375
30,228476.4641999791,1419.9838000058662,True,without,0.9975273768433653,52,giraffe,twiga,without,0.9975273768433653,0.3
31,233614.69269997906,4128.33259999752,True,without,0.9975273768433653,55,zebra,punda milia,without,0.9975273768433653,0.3
32,241680.08039999404,7597.622000001138,False,without,0.9975273768433653,52,giraffe,twiga,without,0.9975273768433653,0.3
33,250351.9374000025,1297.2032999969088,True,without,0.9933071490757153,55,zebra,punda milia,without,0.9933071490757153,0.3
34,256566.64319999982,2784.8179999855347,False,without,0.9975273768433653,45,soldier,askari,without,0.9975273768433653,0.30000000000000004
35,267968.58069999143,3429.063199990196,False,without,0.9933071490757153,28,book,kitabu,without,0.9933071490757153,0.349609375
36,274479.7471999773,1558.2432000082918,True,without,0.9820137900379085,89,carrot,karoti,without,0.9820137900379085,0.250390625
37,279475.9743999748,1308.8227000262123,True,without,0.9933071490757153,38,window,dirisha,without,0.9933071490757153,0.34921875
38,284556.1975000019,1539.0256999817211,True,without,0.9975273768433653,16,moon,mwezi,without,0.9975273768433653,0.3
39,292257.98470000154,8243.488099979004,False,without,0.9975273768433653,52,giraffe,twiga,without,0.9975273768433653,0.349609375
40,301578.50419997703,inf,False,without,0.9933071490757153,16,moon,mwezi,without,0.9933071490757153,0.3
41,319704.9756999768,2528.9757999998983,False,without,0.9820137900379085,55,zebra,punda milia,without,0.9820137900379085,0.349609375
42,353394.3793999788,4898.544600000605,False,without,0.9525741268224334,28,book,kitabu,without,0.9525741268224334,0.39921874999999996
43,362547.7760999929,8735.165499994764,True,without,0.8807970779778823,52,giraffe,twiga,without,0.8807970779778823,0.39921874999999996
44,374602.3023999878,1337.61630000663,False,without,0.9525741268224334,16,moon,mwezi,without,0.9525741268224334,0.349609375
45,379208.9149999956,1971.3183999992907,True,without,0.8807970779778823,55,zebra,punda milia,without,0.8807970779778823,0.30000000000000004
46,386028.83359999396,2520.4416000051424,True,without,0.9525741268224334,28,book,kitabu,without,0.9525741268224334,0.40898437499999996
47,391432.43190000067,6675.162100000307,False,without,0.9820137900379085,7,tree,mti,without,0.9820137900379085,0.287109375
48,405494.8101999762,5033.250700013014,False,without,0.9933071490757153,52,giraffe,twiga,without,0.9933071490757153,0.4371093749999999
49,414808.7176999834,1485.2028000168502,True,without,0.9820137900379085,38,window,dirisha,without,0.9820137900379085,0.29960937500000007
50,419630.84009999875,903.2856999838259,False,without,0.9933071490757153,16,moon,mwezi,without,0.9933071490757153,0.39921874999999996
51,430474.68379998463,20105.124499998055,True,without,0.9820137900379085,52,giraffe,twiga,without,0.9820137900379085,0.4374999999999999
52,454309.5427999797,3131.2141999951564,True,without,0.9933071490757153,28,book,kitabu,without,0.9933071490757153,0.4140624999999999
53,459926.7942000006,900.1112999976613,True,without,0.9975273768433653,16,moon,mwezi,without,0.9975273768433653,0.394921875
54,465274.4280999759,1254.1242000006605,False,without,0.9990889488055994,45,soldier,askari,without,0.9990889488055994,0.349609375
55,468711.3716999884,1756.57160000992,True,without,0.9975273768433653,77,rake,reki,without,0.9975273768433653,0.20078125
56,473469.95729999617,1383.2784999976866,True,without,0.9990889488055994,96,hurricane,kimbunga,without,0.9990889488055994,0.3
57,483382.0657999895,20442.747599998256,True,without,0.9990889488055994,52,giraffe,twiga,without,0.9990889488055994,0.48710937499999984
58,507224.65269998065,16238.95570001332,False,without,0.9996646498695336,96,hurricane,kimbunga,without,0.9996646498695336,0.3
59,525948.9527999831,inf,False,without,0.9990889488055994,52,giraffe,twiga,without,0.9990889488055994,0.5124999999999998
60,560108.668699977,8235.085599997547,False,without,0.9975273768433653,28,book,kitabu,without,0.9975273768433653,0.41445312499999987
61,573754.3466999778,10798.637800005963,False,without,0.9933071490757153,52,giraffe,twiga,without,0.9933071490757153,0.5558593749999999
62,585623.6517999787,1204.7354000096675,True,without,0.9820137900379085,16,moon,mwezi,without,0.9820137900379085,0.39374999999999993
63,592769.8906000005,3210.5431999953,False,without,0.9933071490757153,52,giraffe,twiga,without,0.9933071490757153,0.56328125
64,598161.4049999916,895.812400005525,False,without,0.9820137900379085,45,soldier,askari,without,0.9820137900379085,0.37812500000000004
65,615547.5328999746,1888.992899999721,False,without,0.9525741268224334,96,hurricane,kimbunga,without,0.9525741268224334,0.349609375
66,623958.2804999955,2943.6892999801785,False,without,0.8807970779778823,52,giraffe,twiga,without,0.8807970779778823,0.566015625
67,629666.3724999817,1747.7420000068378,False,without,0.7310585786300049,93,tomato,nyanya,without,0.7310585786300049,0.3062499999999999
68,632490.595899988,6182.787800004007,False,without,0.5,5,dog,mbwa,without,0.5,0.26835937500000007
69,640069.5749000006,1171.01819999516,True,without,0.7310585786300049,70,skirt,sketi,without,0.7310585786300049,0.20078125
70,643427.7613000013,2152.0406999916304,False,without,0.8807970779778823,52,giraffe,twiga,without,0.8807970779778823,0.5789062500000001

